Sattelite,Provider,Country
Eutelsat-8-West-B,Iraqi Media Network,Iraq
Eutelsat-8-West-B,Palsat,Palestine
Eutelsat-8-West-B,Eutelsat,France
Eutelsat-8-West-B,Nilesat,Egypt
Express-AM8,RSCC,Russia
Express-AM8,TV Goiânia,Brazil
Express-AM8,RT,Russia
Express-AM8,IRIB,Iran
Express-AM8,ORTAS,Syria
Telstar-12-Vantage,Voice of America,United States
Telstar-12-Vantage,Freeview,United Kingdom
Telstar-12-Vantage,EXRN Radio Network,United States
Telstar-12-Vantage,ESPN,United States
Intelsat-37e,TV Sul Bahia,Brazil
Intelsat-37e,TV Barriga Verde,Brazil
Intelsat-37e,Rede Centro Oeste,Brazil
Intelsat-37e,TPA,Angola
Intelsat-37e,ORTM,Mali
SES-4,TV Cidade Fortaleza,Brazil
SES-4,Rede Pampa de Rádios,Brazil
SES-4,TV Cidade Verde Piauí,Brazil
SES-4,TV Pampa,Brazil
SES-4,TV Antena 10,Brazil
SES-4,TV Tropical,Brazil
SES-4,TV Correio,Brazil
SES-4,TDA,Algeria
Alcomsat-1,TDA,Algeria
Intelsat-901,RTP,Portugal
Intelsat-901,Freeview,United Kingdom
Intelsat-901,I Radio,Ireland
Intelsat-901,Q Radio,United Kingdom
Hispasat-30W-5,Telefónica Servicios Audiovisuales,Spain
Hispasat-30W-5,RTVE,Spain
Hispasat-30W-5,Aragón TV,Spain
Hispasat-30W-5,SES,Luxembourg
Hispasat-30W-6,Telecom CLM,Spain
Hispasat-30W-6,Cellnex,Spain
Hispasat-30W-6,RTVE,Spain
Hispasat-30W-6,ICRT,Cuba
Hispasat-30W-6,ASBU Bouquet,Tunisia
Intelsat-35e,American Forces Network,United States
Intelsat-35e,Anuvu,United States
Intelsat-35e,SiBCI,Venezuela
Intelsat-35e,SMTD,Mali
Intelsat-35e,France TV,France
NSS-10,Unitel (Greece),Greece
NSS-10,Antenna Group,Greece
Telstar-11N,SES,Luxembourg
SES-6,Liga 1,Peru
SES-6,TV Nazaré,Brazil
SES-6,AMC Networks International Latin America,United States
SES-6,América (Peru),Peru
SES-6,City TV (Colombia),Colombia
SES-6,Canal Capital,Colombia
SES-6,ESPN Brasil,United States
SES-6,Trece (Colombia),Colombia
SES-6,RTVC,Colombia
SES-6,RCN,Colombia
SES-6,Teleantioquia,Colombia
SES-6,Telecaribe,Colombia
SES-6,Telepacífico,Colombia
SES-6,Telecafé (Colombia),Colombia
SES-6,Canal TRO,Colombia
SES-6,VTV,Uruguay
SES-6,Novo Tempo,United States
SES-6,BFBS,United Kingdom
SES-6,Ideal TV,Brazil
SES-6,United Teleports,United States
Intelsat-14,TV Tarobá Cascavel,Brazil
Intelsat-14,TV Guararapes,Brazil
Intelsat-14,Sertel,Dominican Republic
Intelsat-14,Box Brazil,Brazil
Intelsat-14,Suyapa TV,Honduras
Intelsat-14,Rede Amazônica,Brazil
Intelsat-14,TV Pai Eterno,Brazil
Intelsat-14,Rede Mais,Brazil
Intelsat-14,Grupo ATV,Peru
Intelsat-14,Antena 7,Dominican Republic
Intelsat-14,SiBCI,Venezuela
Intelsat-14,CRP Radios,Peru
Intelsat-14,Latina,Peru
Intelsat-14,IRTP,Peru
Intelsat-14,Televicentro,Honduras
Intelsat-14,Grupo RPP,Peru
Intelsat-14,China Radio International,China
Intelsat-14,Telesur English,Venezuela
SES-14,Sersat,Argentina
SES-14,Paramount Networks Americas,United States
SES-14,SES,Luxembourg
Intelsat-34,Televisa Networks,Mexico
Intelsat-34,HBO Network Latinoamérica,United States
Intelsat-34,Artear,Argentina
Intelsat-34,Albavisión,Nicaragua
Intelsat-34,Walt Disney TV,United States
Intelsat-34,Repretel,Costa Rica
Intelsat-34,Turner,United States
Intelsat-34,ESPN,United States
Intelsat-34,CNN,United States
Intelsat-34,Bloomberg TV,United States
Intelsat-34,Igreja Cristã Maranata,Brazil
Intelsat-34,BBC World Service,United Kingdom
Intelsat-34,SportsMax,Jamaica
Intelsat-34,CCTV,China
Intelsat-21,Turner,United States
Intelsat-21,Caracol TV,Colombia
Intelsat-21,ESPN,United States
Intelsat-21,Warner Bros. Discovery,United States
Intelsat-21,Intelsat,Luxembourg
Intelsat-21,TV Nacional de Chile,Chile
Intelsat-21,HBO Network Latinoamérica,United States
Intelsat-21,Paramount Networks Americas,United States
Intelsat-21,Enlace,Costa Rica
Intelsat-21,CTN (USA),United States
Intelsat-21,NHK World Network,Japan
Intelsat-21,María+Visión,Mexico
Intelsat-21,Sky México,Mexico
Amazonas-3,SBT Rio Grande,Brazil
Amazonas-3,Grupo Vierci,Paraguay
Amazonas-3,TV Pajuçara,Brazil
Amazonas-3,CruiseSat,United States
Amazonas-3,Grupo JBB,Paraguay
Amazonas-3,América Paraguay,ArgentinaParaguay
Amazonas-3,DTCom,Brazil
Telstar-14R,Anuvu,United States
Telstar-14R,Teletrak,Chile
Telstar-14R,Unisa,Brazil
Star-One-C2,TV Paranaíba,Brazil
Star-One-C2,TV Guararapes,Brazil
Star-One-C2,TV Sucesso (Brazil),Brazil
Star-One-C2,Transamérica,Brazil
Eutelsat-65-West-A,Record Cabrália,Brazil
Eutelsat-65-West-A,Record Interior SP,Brazil
Eutelsat-65-West-A,Record Rio Preto,Brazil
Eutelsat-65-West-A,Record News,Brazil
Eutelsat-65-West-A,Record Paulista,Brazil
Eutelsat-65-West-A,VTV (Brazil),Brazil
Eutelsat-65-West-A,Record Litoral e Vale,Brazil
Eutelsat-65-West-A,Record Interior RJ,Brazil
Eutelsat-65-West-A,Record Rio,Brazil
Eutelsat-65-West-A,TV Cachoeira,United StatesBrazil
Eutelsat-65-West-A,Record Minas,Brazil
Eutelsat-65-West-A,Rede Família,Brazil
Eutelsat-65-West-A,Record Goiás,Brazil
Eutelsat-65-West-A,Record RS,Brazil
Eutelsat-65-West-A,Record Bahia,Brazil
Eutelsat-65-West-A,Record Belém,Brazil
Eutelsat-65-West-A,TV UNAM,Mexico
Eutelsat-65-West-A,TV ALEPE,Brazil
Eutelsat-65-West-A,TV TEM Bauru,Brazil
Eutelsat-65-West-A,Band Triângulo,Brazil
Eutelsat-65-West-A,TV TEM São José do Rio Preto,Brazil
Eutelsat-65-West-A,TV Integração Juiz de Fora,Brazil
Eutelsat-65-West-A,TV ALBA,Brazil
Eutelsat-65-West-A,TV TEM Itapetininga,Brazil
Eutelsat-65-West-A,TV Integração,Brazil
Eutelsat-65-West-A,Eutelsat,France
Eutelsat-65-West-A,TVE,Brazil
Star-One-D2,TV Morena Campo Grande,Brazil
Star-One-D2,TV Centro América Cuiabá,Brazil
Star-One-D2,Fundação Padre Anchieta,Brazil
Star-One-D2,Rede Gospel,Brazil
Star-One-D2,Boas Novas,Brazil
Star-One-D2,TV Anhanguera Goiânia,Brazil
Star-One-D2,Rede Vida,Brazil
Star-One-D2,EPTV Sul de Minas,Brazil
Star-One-D2,TV Câmara,Brazil
Star-One-D2,EPTV Campinas e região,Brazil
Star-One-D2,TV Senado (Brazil),Brazil
Star-One-D2,TV Mirante São Luís,Brazil
Star-One-D2,TV Aparecida,Brazil
Star-One-D2,Grupo Bandeirantes,Brazil
Star-One-D2,SBA,Brazil
Star-One-D2,SBT Rede 1,Brazil
Star-One-D2,Record News,Brazil
Star-One-D2,TV Canção Nova Rede,Brazil
Star-One-D2,Rede Minas,Brazil
Star-One-D2,TV Evangelizar,Brazil
Star-One-D2,Rede Amazônica Porto Velho,Brazil
Star-One-D2,Rede Século 21,Brazil
Star-One-D2,Rede CNT Satélite,Brazil
Star-One-D2,Assembleia do Amazonas,Brazil
Star-One-D2,TV Brasil Central,Brazil
Star-One-D2,Rede TV!,Brazil
Star-One-D2,Speedcast,Brazil
Arsat-1,Arsat,Argentina
Arsat-1,TDA,Argentina
Arsat-1,T5 Satelital,Argentina
Star-One-C3,TV A Crítica,Brazil
Star-One-C3,Rede Bahia,Brazil
Star-One-C3,TV Jangadeiro,Brazil
Star-One-C3,TV Mais Família,Brazil
Star-One-C3,TV Alterosa,Brazil
Star-One-C3,TV Serra Dourada,Brazil
Star-One-C3,RBI TV,Brazil
Star-One-C3,Rede 21,Brazil
Star-One-C3,TV Gazeta Alagoas,Brazil
Star-One-C3,TV Thathi Vale,Brazil
Star-One-C3,Boa Vontade TV,Brazil
Star-One-C3,Rede CNT Rio de Janeiro,Brazil
Star-One-C3,SIC TV,Brazil
Star-One-C3,TV Gazeta São Paulo,Brazil
Star-One-C3,Fundação Cultural Riograndense,Brazil
Star-One-C3,SBT Rio,Brazil
Star-One-C3,TV Thathi Campinas,Brazil
Star-One-C3,Band Vale,Brazil
Star-One-C3,TV Aparecida,Brazil
Star-One-C3,Band Amazonas,Brazil
Star-One-C3,Band Bahia,Brazil
Star-One-C3,Canais Globo,Brazil
Star-One-C3,TV Canção Nova,Brazil
Star-One-C3,Band SP Interior,Brazil
Star-One-C3,Band Minas,Brazil
Star-One-C3,Band Rio Interior,Brazil
Star-One-C3,Band Paraná,Brazil
Star-One-C3,Band Campinas,Brazil
Star-One-C3,Big Brother Brasil,Brazil
Star-One-C3,Grupo Bandeirantes,Brazil
Star-One-C3,Band RS,Brazil
Star-One-C3,Inter TV,Brazil
Star-One-C3,Fish TV,Brazil
QuetzSat-1,TV Méxiquense,Mexico
Star-One-D1,TV Mirante,Brazil
Star-One-D1,TV Encontro das Águas,Brazil
Star-One-D1,Rede Massa,Brazil
Star-One-D1,TV Cultura do Pará,Brazil
Star-One-D1,TV Assembléia Piauí,Brazil
Star-One-D1,NET,Brazil
Star-One-D1,TV PE,Brazil
SES-2,LPB,United States
TKSat-1,ABE,Bolivia
Galaxy-32,MASN,United States
Galaxy-32,Fox Corporation,United States
Galaxy-32,NHL Network,United States
Galaxy-32,TCT,United States
Galaxy-32,The CW Plus,United States
Galaxy-32,Roberts Communications Network,United States
Galaxy-19,Televisa,Mexico
Galaxy-19,SES,Luxembourg
Galaxy-19,Saba World,Lebanon
Galaxy-19,STN,Slovenia
Galaxy-19,Globecast,France
Galaxy-19,CCTV,China
Galaxy-19,Intelsat,Luxembourg
Galaxy-16,Family Broadcasting Corporation,United States
Galaxy-16,Azteca,Mexico
Galaxy-16,NBC,United States
Galaxy-16,Family Radio (USA),United States
Galaxy-16,PBS,United States
SES-1,RCN,Colombia
SES-1,Warner Bros. Discovery,United States
SES-1,Hallmark,United States
SES-1,Paramount Domestic Media Networks HD Plex 4,United States
SES-1,Paramount Domestic Media Networks HD Plex 2,United States
SES-1,Paramount Domestic Media Networks HD Plex,United States
SES-1,Jewelry TV,United States
SES-1,NBC Universal,United States
SES-1,Educational Media Foundation,United States
SES-1,American Family Radio,United States
SES-3,NBC,United States
SES-18,Gulfcom,Barbados
SES-18,ION Media Networks,United States
SES-18,HSN,United States
SES-18,QVC,United States
SES-18,Univisión,United States
SES-18,Showtime HD West Plex 2,United States
EchoStar-105-SES-11,VA+,Mexico
EchoStar-105-SES-11,A Más +,Mexico
EchoStar-105-SES-11,Paramount Domestic Media Networks HD Plex 1,United States
EchoStar-105-SES-11,NBC,United States
EchoStar-105-SES-11,Veterans Affairs Knowledge Network,United States
Anik-F1R,CruiseSat,United States
Eutelsat-115-West-B,Grupo Radio Centro,Mexico
Eutelsat-115-West-B,Canal 10 Chiapas,Mexico
Eutelsat-115-West-B,Canal del Congreso 45.1,Mexico
Eutelsat-117-West-A,Edusat,Mexico
Eutelsat-117-West-A,Azteca,Mexico
Eutelsat-117-West-A,PCTV,Mexico
Eutelsat-117-West-A,SICOM TV,Mexico
Eutelsat-117-West-A,TM Global Communications,Honduras
Eutelsat-117-West-A,Canal 28 Nuevo León,Mexico
Eutelsat-117-West-A,TV Azteca Guate,MexicoGuatemala
Eutelsat-117-West-A,TV Cuatro,Mexico
Eutelsat-117-West-A,UDG TV,
Eutelsat-117-West-A,TPSD,Dominican Republic
Eutelsat-117-West-A,Ecuador TV,Ecuador
Eutelsat-117-West-A,Emisoras Unidas,Guatemala
Eutelsat-117-West-A,Grupo ACIR,Mexico
Eutelsat-117-West-A,Cable Color,Honduras
Eutelsat-117-West-A,Az TV de Paga,Mexico
Eutelsat-117-West-A,Panamericana TV,Peru
Eutelsat-117-West-A,Ecuavisa,Ecuador
Eutelsat-117-West-A,Televisa,Mexico
Eutelsat-117-West-A,RTVE,Spain
Eutelsat-117-West-A,Grupo Telemicro,Dominican Republic
Eutelsat-117-West-A,United Teleports,United States
Eutelsat-117-West-A,Televisa Networks,Mexico
Eutelsat-117-West-A,The Erotic Networks,United States
Eutelsat-117-West-A,Atresmedia,Spain
Eutelsat-117-West-A,Thema America,France
Eutelsat-117-West-A,Multimedios,Mexico
Anik-F3,CTV,Canada
Anik-F3,Educational Media Foundation,United States
Galaxy-18,IKO MG,Italy
Galaxy-18,Trinity Broadcasting,United States
Galaxy-18,Univisión,United States
Galaxy-18,MLB Network,United States
Galaxy-18,Walt Disney TV,United States
Galaxy-18,ESPN,United States
Galaxy-18,EXRN Radio Network,United States
Galaxy-18,Daystar TV,United States
Galaxy-30,GCI,United States
Galaxy-30,ShopHQ,United States
Galaxy-30,C-SPAN,United States
Galaxy-30,AMC Networks,United States
Galaxy-30,NBC Universal,United States
Galaxy-30,Turner,United States
Galaxy-30,A+E Networks,United States
Galaxy-30,Showtime HD East Plex 2,United States
Galaxy-37-Horizons-4,GCI,United States
Galaxy-37-Horizons-4,NASA TV,United States
Galaxy-37-Horizons-4,Starz,United States
Galaxy-37-Horizons-4,Herring Networks,United States
Galaxy-37-Horizons-4,MBC America,South KoreaUnited States
Galaxy-37-Horizons-4,Encompass,United States
Galaxy-37-Horizons-4,Warner Bros. Discovery,United States
SES-21,SES,Luxembourg
Galaxy-33,Media-Comm,United States
Galaxy-33,HBO The Works,United States
Galaxy-33,Starz,United States
Galaxy-33,Bally Sports,United States
Galaxy-33,EWTN,United States
Galaxy-33,Big Ten Network,United States
SES-22,GMA Network,Philippines
SES-22,In Demand,United States
SES-22,ION Media Networks,United States
