,SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country,Sattelite_Name,Pkg_Name,Pkg_URL,Freq/beam,SR/FEC,undef,Audio,Encryption,Src_Updated
7404,8132.0,BFBS Beats,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Beats,https://www.lyngsat.com/radiochannels/uk/BFBS-Beats.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7405,8333.0,BFBS Gurkha Network,,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,,,BFBS Gurkha Network,https://www.lyngsat.com/radiochannels/uk/BFBS-Gurkha-Network.html,False,BFBS,,uk,,NSS-12,,,,,,,,
7407,8133.0,BFBS Gurkha Network,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Gurkha Network,https://www.lyngsat.com/radiochannels/uk/BFBS-Gurkha-Network.html,False,BFBS,,uk,,NSS-12,,,,,,,,
7408,8334.0,BFBS Edge,,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,,,BFBS Edge,https://www.lyngsat.com/radiochannels/uk/BFBS-Edge.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7409,8134.0,BFBS Edge,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Edge,https://www.lyngsat.com/radiochannels/uk/BFBS-Edge.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7410,8335.0,BFBS Rewind,,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,,,BFBS Rewind,https://www.lyngsat.com/radiochannels/uk/BFBS-Rewind.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7411,8135.0,BFBS Rewind,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Rewind,https://www.lyngsat.com/radiochannels/uk/BFBS-Rewind.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7412,8337.0,BFBS Shamishran,,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,,,BFBS Shamishran,https://www.lyngsat.com/radiochannels/uk/BFBS-Shamishran.html,False,BFBS,,uk,,NSS-12,,,,,,,,
7413,8137.0,BFBS Shamishran,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Shamishran,https://www.lyngsat.com/radiochannels/uk/BFBS-Shamishran.html,False,BFBS,,uk,,NSS-12,,,,,,,,
7414,8101.0,BBC One,MPEG-4/SD,101.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,BBC One,https://www.lyngsat.com/tvchannels/uk/BBC-One.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7415,8102.0,CBBC (07-18),MPEG-4/SD,102.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,CBBC (07-18),https://www.lyngsat.com/tvchannels/uk/CBBC.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7416,8102.0,BBC Two (18-07),MPEG-4/SD,102.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,BBC Two (18-07),https://www.lyngsat.com/tvchannels/uk/BBC-Two.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7417,8103.0,ITV 1 London,MPEG-4/SD,103.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,ITV 1 London,https://www.lyngsat.com/tvchannels/uk/ITV-1-London.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7418,8104.0,BFBS Extra,MPEG-4/SD,104.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,BFBS Extra,https://www.lyngsat.com/tvchannels/uk/BFBS-Extra.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7419,8109.0,Channel 4 London,MPEG-4/SD,109.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,Channel 4 London,https://www.lyngsat.com/tvchannels/uk/Channel-4-London.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7420,8110.0,Channel 5 (UK),MPEG-4/SD,110.0,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,Channel 5 (UK),https://www.lyngsat.com/tvchannels/uk/Channel-5.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7421,8123.0,BFBS UK Bases,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS UK Bases,https://www.lyngsat.com/radiochannels/uk/BFBS-UK-Bases.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7422,8138.0,BFBS Falklands,,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,,,BFBS Falklands,https://www.lyngsat.com/radiochannels/uk/BFBS-Falklands.html,False,BFBS,Eng,uk,,NSS-12,,,,,,,,
7423,1.0,Benishangul Gumuz Media,1-1MPEG-4/HD,512.0,DVB-S2,2400.0,5/6,3813 R,tp WHR3,39-40,,,Benishangul Gumuz Media,https://www.lyngsat.com/tvchannels/et/Benishangul-Gumuz-Media.html,False,BFBS,,et,,NSS-12,,,,,,,,
7424,6136.0,Benishangul Gumuz Media,MPEG-4/SD,2036.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,Benishangul Gumuz Media,https://www.lyngsat.com/tvchannels/et/Benishangul-Gumuz-Media.html,False,BFBS,,et,,NSS-12,,,,,,,,
7425,1.0,NBC Ethiopia,1-1MPEG-4/HD,404.0,DVB-S2,2400.0,5/6,3816 R,tp WHR3,39-40,,,NBC Ethiopia,https://www.lyngsat.com/tvchannels/et/NBC-Ethiopia.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7426,6189.0,NBC Ethiopia,MPEG-4/SD,90.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,NBC Ethiopia,https://www.lyngsat.com/tvchannels/et/NBC-Ethiopia.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7427,1.0,Harari TV,8192-4096MPEG-4/HD,512.0,DVB-S2,2400.0,3/4,3833 L,tp WHL4,39-40,,,Harari TV,https://www.lyngsat.com/tvchannels/et/Harari-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7428,6202.0,Harari TV,MPEG-4/SD,49.0,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,Harari TV,https://www.lyngsat.com/tvchannels/et/Harari-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7429,1.0,Dire TV,8192-4096MPEG-4/HD,512.0,DVB-S2,2400.0,5/6,3840 L,tp WHL4,39-40,,,,,False,BFBS,Amh,,,NSS-12,,,,,,,,
7430,1.0,Walta TV,.-1MPEG-4/HD,33.0,DVB-S2,4440.0,2/3,3855 L,tp WHL4,39-40,,,Walta TV,https://www.lyngsat.com/tvchannels/et/Walta-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7431,6125.0,Walta TV,MPEG-4/SD,63.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,Walta TV,https://www.lyngsat.com/tvchannels/et/Walta-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7432,6414.0,Walta TV,MPEG-2/SD,33.0,DVB-S2,45000.0,5/6,11545 H,tp EAH6,0-50,,,Walta TV,https://www.lyngsat.com/tvchannels/et/Walta-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7433,1.0,Addis Media Network,1-1MPEG-4/HD,512.0,DVB-S2,4034.0,3/4,3855 R,tp WHR4,39-40,,,Addis Media Network,https://www.lyngsat.com/tvchannels/et/Addis-Media-Network.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7434,6187.0,Addis Media Network,MPEG-4/SD,56.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,Addis Media Network,https://www.lyngsat.com/tvchannels/et/Addis-Media-Network.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7435,6313.0,Addis Media Network,MPEG-4/HD,54.0,DVB-S2,45000.0,3/4,11165 H,tp EAH4,0-50,,,Addis Media Network,https://www.lyngsat.com/tvchannels/et/Addis-Media-Network.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7436,5.0,Addis FM 96.3,,,DVB-S2,4034.0,3/4,3855 R,tp WHR4,39-40,,,Addis FM 96.3,https://www.lyngsat.com/radiochannels/et/Addis-FM-963.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7437,6190.0,Addis FM 96.3,,,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,Addis FM 96.3,https://www.lyngsat.com/radiochannels/et/Addis-FM-963.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7438,6355.0,Addis FM 96.3,,,DVB-S2,45000.0,3/4,11165 H,tp EAH4,0-50,,,Addis FM 96.3,https://www.lyngsat.com/radiochannels/et/Addis-FM-963.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7439,,(Addis Media Network feeds),,,DVB-S2,4034.0,3/4,3861 R,tp WHR4,,,,,,False,BFBS,,,,NSS-12,,,,,,,,
7440,1.0,OBN Horn of Africa,1001-1002MPEG-4/HD,512.0,DVB-S2,4167.0,2/3,3916 R,tp WHR6,39-40,,,OBN Horn of Africa,https://www.lyngsat.com/tvchannels/et/OBN-Horn-of-Africa.html,False,BFBS,Orm,et,,NSS-12,,,,,,,,
7441,6375.0,OBN Horn of Africa,MPEG-4/SD,51.0,DVB-S2,45000.0,3/4,11165 H,tp EAH4,0-50,,,OBN Horn of Africa,https://www.lyngsat.com/tvchannels/et/OBN-Horn-of-Africa.html,False,BFBS,,et,,NSS-12,,,,,,,,
7442,1.0,Amhara TV,65535-1MPEG-4/HD,33.0,DVB-S2,3920.0,2/3,3932 L,tp WHL6,39-40,,,Amhara TV,https://www.lyngsat.com/tvchannels/et/Amhara-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7443,6306.0,Amhara TV,MPEG-4/HD,308.0,DVB-S2,45000.0,3/4,11165 H,tp EAH4,0-50,,,Amhara TV,https://www.lyngsat.com/tvchannels/et/Amhara-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7444,6405.0,Amhara TV,MPEG-2/SD,308.0,DVB-S2,45000.0,5/6,11545 H,tp EAH6,0-50,,,Amhara TV,https://www.lyngsat.com/tvchannels/et/Amhara-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7445,6215.0,Amhara TV,MPEG-4/SD,33.0,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,Amhara TV,https://www.lyngsat.com/tvchannels/et/Amhara-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7446,1.0,FM Bahir Dar 96.9,,,DVB-S2,3920.0,2/3,3932 L,tp WHL6,39-40,,,FM Bahir Dar 96.9,https://www.lyngsat.com/radiochannels/et/FM-Bahir-Dar-969.html,False,BFBS,,et,,NSS-12,,,,,,,,
7447,,FM Bahir Dar 96.9,,,DVB-S2,3585.0,2/3,3941 L,tp WHL6,39-40,,,FM Bahir Dar 96.9,https://www.lyngsat.com/radiochannels/et/FM-Bahir-Dar-969.html,False,BFBS,,et,,NSS-12,,,,,,,,
7448,6354.0,FM Bahir Dar 96.9,,,DVB-S2,45000.0,3/4,11165 H,tp EAH4,0-50,,,FM Bahir Dar 96.9,https://www.lyngsat.com/radiochannels/et/FM-Bahir-Dar-969.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7449,1.0,Fana TV,65535-1MPEG-4/HD,33.0,DVB-S2,3585.0,2/3,3941 L,tp WHL6,39-40,,,Fana TV,https://www.lyngsat.com/tvchannels/et/Fana-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7450,6150.0,Fana TV,MPEG-4/HD,34.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,Fana TV,https://www.lyngsat.com/tvchannels/et/Fana-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7451,6413.0,Fana TV,MPEG-2/SD,50.0,DVB-S2,45000.0,5/6,11545 H,tp EAH6,0-50,,,Fana TV,https://www.lyngsat.com/tvchannels/et/Fana-TV.html,False,BFBS,Amh,et,,NSS-12,,,,,,,,
7486,400.0,Alhurra TV Iraq,MPEG-4/HD,260.0,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,Alhurra TV Iraq,https://www.lyngsat.com/tvchannels/us/Alhurra-TV-Iraq.html,False,Alhurra TV,Ara,us,,NSS-12,,,,,,,,
7487,421.0,VoA Djibouti MW,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA Djibouti MW,https://www.lyngsat.com/radiochannels/us/VoA-Djibouti-MW.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7488,434.0,Radio Sawa Iraq,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,Radio Sawa Iraq,https://www.lyngsat.com/radiochannels/us/Radio-Sawa-Iraq.html,False,Alhurra TV,Ara,us,,NSS-12,,,,,,,,
7489,435.0,VoA Iraq,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA Iraq,https://www.lyngsat.com/radiochannels/us/VoA-Iraq.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7490,441.0,Radio Sawa Levant,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,Radio Sawa Levant,https://www.lyngsat.com/radiochannels/us/Radio-Sawa-Levant.html,False,Alhurra TV,Ara,us,,NSS-12,,,,,,,,
7491,446.0,VoA French to Africa,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA French to Africa,https://www.lyngsat.com/radiochannels/us/VoA-French-to-Africa.html,False,Alhurra TV,Fre,us,,NSS-12,,,,,,,,
7492,447.0,VoA Djibouti FM,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA Djibouti FM,https://www.lyngsat.com/radiochannels/us/VoA-Djibouti-FM.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7493,454.0,VoA Ethiopia,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA Ethiopia,https://www.lyngsat.com/radiochannels/us/VoA-Ethiopia.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7494,6230.0,VoA Ethiopia,,,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,VoA Ethiopia,https://www.lyngsat.com/radiochannels/us/VoA-Ethiopia.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7495,455.0,Radio Sawa Sudan,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,Radio Sawa Sudan,https://www.lyngsat.com/radiochannels/us/Radio-Sawa-Sudan.html,False,Alhurra TV,Ara,us,,NSS-12,,,,,,,,
7496,457.0,VoA Libya,,,DVB-S2,7043.0,3/4,4060 L,tp GLL9,34-36,,,VoA Libya,https://www.lyngsat.com/radiochannels/us/VoA-Libya.html,False,Alhurra TV,,us,,NSS-12,,,,,,,,
7498,22.0,VoA Somali,,,DVB-S,1040.0,1/2,4069 L,tp GLL9,34-36,,,VoA Somali,https://www.lyngsat.com/radiochannels/us/VoA-Somali.html,False,VoA,Som,us,,NSS-12,,,,,,,,
7499,6231.0,VoA Somali,,,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,VoA Somali,https://www.lyngsat.com/radiochannels/us/VoA-Somali.html,False,VoA,Som,us,,NSS-12,,,,,,,,
7500,30.0,VoA Madagascar,,,DVB-S,1040.0,1/2,4069 L,tp GLL9,34-36,,,VoA Madagascar,https://www.lyngsat.com/radiochannels/us/VoA-Madagascar.html,False,VoA,,us,,NSS-12,,,,,,,,
7501,38.0,VoA Kenya,,,DVB-S,1040.0,1/2,4069 L,tp GLL9,34-36,,,VoA Kenya,https://www.lyngsat.com/radiochannels/us/VoA-Kenya.html,False,VoA,,us,,NSS-12,,,,,,,,
7502,6232.0,VoA Kenya,,,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,VoA Kenya,https://www.lyngsat.com/radiochannels/us/VoA-Kenya.html,False,VoA,,us,,NSS-12,,,,,,,,
7503,100.0,VoA Congo DRC,,,DVB-S,1040.0,1/2,4069 L,tp GLL9,34-36,,,VoA Congo DRC,https://www.lyngsat.com/radiochannels/us/VoA-Congo-DRC.html,False,VoA,,us,,NSS-12,,,,,,,,
7504,101.0,VoA Southern Africa,,,DVB-S,1040.0,1/2,4069 L,tp GLL9,34-36,,,VoA Southern Africa,https://www.lyngsat.com/radiochannels/us/VoA-Southern-Africa.html,False,VoA,,us,,NSS-12,,,,,,,,
7505,1.0,VoA TV Africa,1-1MPEG-4/SD,100.0,DVB-S2,2722.0,1/2,4071 L,tp GLL9,34-36,,,VoA TV Africa,https://www.lyngsat.com/tvchannels/us/VoA-TV-Africa.html,False,VoA,Eng,us,,NSS-12,,,,,,,,
7506,6133.0,VoA TV Africa,MPEG-4/SD,2027.0,DVB-S2,45000.0,5/6,11105 H,tp EAH3,0-50,,,VoA TV Africa,https://www.lyngsat.com/tvchannels/us/VoA-TV-Africa.html,False,VoA,Eng,us,,NSS-12,,,,,,,,
7507,6229.0,VoA TV Africa,MPEG-4/HD,2026.0,DVB-S2,45000.0,5/6,11605 H,tp EAH7,0-50,,,VoA TV Africa,https://www.lyngsat.com/tvchannels/us/VoA-TV-Africa.html,False,VoA,Eng,us,,NSS-12,,,,,,,,
7509,302.0,AFN Prime Atlantic,MPEG-4/SD,2160.0,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7510,303.0,AFN News,MPEG-4/SD,2260.0,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7511,304.0,AFN Sports,MPEG-4/SD,2360.0,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN Sports,https://www.lyngsat.com/tvchannels/us/AFN-Sports.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7512,305.0,AFN Sports 2,MPEG-4/SD,2370.0,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN Sports 2,https://www.lyngsat.com/tvchannels/us/AFN-Sports-2.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7513,320.0,AFN The Eagle Atlantic,,,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN The Eagle Atlantic,https://www.lyngsat.com/radiochannels/us/AFN-The-Eagle-Atlantic.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7514,321.0,AFN The Voice,,,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN The Voice,https://www.lyngsat.com/radiochannels/us/AFN-The-Voice.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7515,322.0,AFN Music Service 1,,,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN Music Service 1,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-1.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7516,323.0,AFN Music Service 2,,,DVB-S2,11000.0,1/2,4095 L,tp GLL10,34-36,"PowerVu,Verimatrix",,AFN Music Service 2,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-2.html,False,American Forces Network,Eng,us,,NSS-12,,,,,,,,
7519,101.0,MTN Special Events,MPEG-4/SD,4897.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7521,102.0,MSNBC International,MPEG-4/SD,4129.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,MSNBC International,https://www.lyngsat.com/tvchannels/us/MSNBC-International.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7522,103.0,Fox News Channel,MPEG-4/SD,4385.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Fox News Channel,https://www.lyngsat.com/tvchannels/us/Fox-News-Channel.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7523,104.0,CNBC US,MPEG-4/SD,4641.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,CNBC US,https://www.lyngsat.com/tvchannels/us/CNBC-US.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7524,105.0,Sky News International,MPEG-4/SD,5153.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Sky News International,https://www.lyngsat.com/tvchannels/uk/Sky-News-International.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7525,106.0,BBC News,MPEG-4/SD,5409.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,BBC News,https://www.lyngsat.com/tvchannels/uk/BBC-News.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7526,107.0,Prime Journey,MPEG-4/SD,5665.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Prime Journey,https://www.lyngsat.com/tvchannels/--/Prime-Journey.html,False,Anuvu,Eng,--,,NSS-12,,,,,,,,
7527,108.0,Sky Sports News UK,MPEG-4/SD,5921.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Sky Sports News UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-News-UK.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7528,109.0,Sport 24,MPEG-4/HD,6433.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Sport 24,https://www.lyngsat.com/tvchannels/uk/Sport-24.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7529,110.0,Prime One,MPEG-4/SD,6945.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Prime One,https://www.lyngsat.com/tvchannels/--/Prime-One.html,False,Anuvu,Eng,--,,NSS-12,,,,,,,,
7530,111.0,Sport 24 Extra,MPEG-4/SD,7201.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Sport 24 Extra,https://www.lyngsat.com/tvchannels/uk/Sport-24-Extra.html,False,Anuvu,,uk,,NSS-12,,,,,,,,
7531,112.0,RTL Deutschland,MPEG-4/SD,6689.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,RTL Deutschland,https://www.lyngsat.com/tvchannels/de/RTL-Deutschland.html,False,Anuvu,Ger,de,,NSS-12,,,,,,,,
7532,113.0,Sky News Australia,MPEG-4/SD,7457.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Sky News Australia,https://www.lyngsat.com/tvchannels/uk/Sky-News-Australia.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7533,115.0,TFC Middle East,MPEG-4/SD,7969.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,TFC Middle East,https://www.lyngsat.com/tvchannels/ph/TFC-Middle-East.html,False,Anuvu,,ph,,NSS-12,,,,,,,,
7534,116.0,Prime Favorites,MPEG-4/SD,4145.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Prime Favorites,https://www.lyngsat.com/tvchannels/--/Prime-Favorites.html,False,Anuvu,,--,,NSS-12,,,,,,,,
7535,117.0,BBC HD,MPEG-4/HD,4657.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,BBC HD,https://www.lyngsat.com/tvchannels/uk/BBC-HD.html,False,Anuvu,Eng,uk,,NSS-12,,,,,,,,
7536,118.0,TVE Internacional Europa,MPEG-4/SD,4913.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,TVE Internacional Europa,https://www.lyngsat.com/tvchannels/es/TVE-Internacional-Europa.html,False,Anuvu,Spa,es,,NSS-12,,,,,,,,
7537,119.0,Canal 24 Horas,MPEG-4/SD,5169.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Canal 24 Horas,https://www.lyngsat.com/tvchannels/es/Canal-24-Horas.html,False,Anuvu,Spa,es,,NSS-12,,,,,,,,
7538,120.0,Australian Comedy & Drama Channel,MPEG-4/SD,5425.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Australian Comedy & Drama Channel,https://www.lyngsat.com/tvchannels/au/Australian-Comedy-and-Drama-Channel.html,False,Anuvu,Eng,au,,NSS-12,,,,,,,,
7539,121.0,ABC News (Australia),MPEG-4/SD,5681.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,ABC News (Australia),https://www.lyngsat.com/tvchannels/au/ABC-News.html,False,Anuvu,Eng,au,,NSS-12,,,,,,,,
7540,124.0,Food Network East,MPEG-4/SD,6961.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7541,125.0,HGTV East,MPEG-4/SD,6705.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7542,126.0,Travel Channel East,MPEG-4/SD,5937.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Travel Channel East,https://www.lyngsat.com/tvchannels/us/Travel-Channel-East.html,False,Anuvu,Eng,us,,NSS-12,,,,,,,,
7543,131.0,France 24 Français,MPEG-4/SD,4161.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,France 24 Français,https://www.lyngsat.com/tvchannels/fr/France-24-Francais.html,False,Anuvu,Fre,fr,,NSS-12,,,,,,,,
7544,132.0,Mediaset Italia,MPEG-4/SD,4417.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Mediaset Italia,https://www.lyngsat.com/tvchannels/it/Mediaset-Italia.html,False,Anuvu,Ita,it,,NSS-12,,,,,,,,
7545,140.0,Hunan TV,MPEG-4/SD,6465.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,Hunan TV,https://www.lyngsat.com/tvchannels/cn/Hunan-TV.html,False,Anuvu,Chi,cn,,NSS-12,,,,,,,,
7546,143.0,CCTV 6,MPEG-4/SD,6449.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,CCTV 6,https://www.lyngsat.com/tvchannels/cn/CCTV-6.html,False,Anuvu,Chi,cn,,NSS-12,,,,,,,,
7547,144.0,CCTV Entertainment,MPEG-4/SD,6193.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,CCTV Entertainment,https://www.lyngsat.com/tvchannels/cn/CCTV-Entertainment.html,False,Anuvu,Chi,cn,,NSS-12,,,,,,,,
7548,145.0,CCTV 4 America,MPEG-4/SD,7729.0,DVB-S2,30000.0,3/4,4095 R,tp GLR10,34-36,PowerVu,,CCTV 4 America,https://www.lyngsat.com/tvchannels/cn/CCTV-4-America.html,False,Anuvu,Chi,cn,,NSS-12,,,,,,,,
