,SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country,Sattelite_Name,Pkg_Name,Pkg_URL,Freq/beam,SR/FEC,undef,Audio,Encryption,Src_Updated
11116,10365.0,BBC Four (19-04),MPEG-4/HD,5300.0,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC Four (19-04),https://www.lyngsat.com/tvchannels/uk/BBC-Four.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11117,10366.0,CBeebies UK (06-19),MPEG-4/HD,5300.0,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,CBeebies UK (06-19),https://www.lyngsat.com/tvchannels/uk/CBeebies-UK.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11118,10373.0,BBC One East,MPEG-4/HD,5500.0,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC One East,https://www.lyngsat.com/tvchannels/uk/BBC-One-East.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11119,10374.0,BBC One East Midlands,MPEG-4/HD,5600.0,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC One East Midlands,https://www.lyngsat.com/tvchannels/uk/BBC-One-East-Midlands.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11120,10367.0,BBC Radio Ulster,,,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC Radio Ulster,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-Ulster.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11121,10368.0,BBC Radio Foyle,,,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC Radio Foyle,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-Foyle.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11122,10377.0,BBC Radio 4 LW,,,DVB-S2,23000.0,3/4,10818 V,tp 48,0.0,,,BBC Radio 4 LW,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-4-LW.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11123,6911.0,BBC One Yorkshire & Lincolnshire,MPEG-4/HD,5800.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC One Yorkshire & Lincolnshire,https://www.lyngsat.com/tvchannels/uk/BBC-One-Yorkshire-and-Lincolnshire.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11124,6931.0,BBC One South East,MPEG-4/HD,5400.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC One South East,https://www.lyngsat.com/tvchannels/uk/BBC-One-South-East.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11125,6940.0,BBC Two England,MPEG-4/HD,5500.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC Two England,https://www.lyngsat.com/tvchannels/uk/BBC-Two-England.html,False,Freesat,Eng Eng,uk,,Astra-2E,,,,,,,,
11126,6943.0,BBC One Northern Ireland,MPEG-4/HD,5300.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC One Northern Ireland,https://www.lyngsat.com/tvchannels/uk/BBC-One-Northern-Ireland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11127,6951.0,BBC Three (19-04),MPEG-4/HD,5600.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC Three (19-04),https://www.lyngsat.com/tvchannels/uk/BBC-Three.html,False,Freesat,Eng Eng,uk,,Astra-2E,,,,,,,,
11128,6952.0,CBBC (07-19),MPEG-4/HD,5600.0,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,CBBC (07-19),https://www.lyngsat.com/tvchannels/uk/CBBC.html,False,Freesat,Eng Eng,uk,,Astra-2E,,,,,,,,
11129,6985.0,BBC Radio Scotland,,,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC Radio Scotland,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-Scotland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11130,6986.0,BBC Radio Nan Gàidheal,,,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC Radio Nan Gàidheal,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-Nan-Gaidheal.html,False,Freesat,,uk,,Astra-2E,,,,,,,,
11131,6987.0,BBC Radio Wales,,,DVB-S2,23000.0,3/4,10847 V,tp 50,0.0,,,BBC Radio Wales,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-Wales.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11132,10120.0,ITV 1 Central West,MPEG-2/SD,2305.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Central West,https://www.lyngsat.com/tvchannels/uk/ITV-1-Central-West.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11133,10122.0,ITV 1 London,MPEG-2/SD,2310.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 London,https://www.lyngsat.com/tvchannels/uk/ITV-1-London.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11134,5106.0,ITV 1 London,MPEG-4/HD,516.0,DVB-S2,27500.0,2/3,12363 V,tp 34,0.0,,,ITV 1 London,https://www.lyngsat.com/tvchannels/uk/ITV-1-London.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11135,10130.0,STV North,MPEG-2/SD,2341.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,STV North,https://www.lyngsat.com/tvchannels/uk/STV-North.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11136,10131.0,STV East,MPEG-2/SD,2346.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,STV East,https://www.lyngsat.com/tvchannels/uk/STV-East.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11137,10142.0,ITV 1 Granada,MPEG-2/SD,2315.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Granada,https://www.lyngsat.com/tvchannels/uk/ITV-1-Granada.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11138,10145.0,ITV 1 Central West +1,MPEG-2/SD,2358.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Central West +1,https://www.lyngsat.com/tvchannels/uk/ITV-1-Central-West--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11139,10146.0,ITV 1 Meridian East +1,MPEG-2/SD,2325.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Meridian East +1,https://www.lyngsat.com/tvchannels/uk/ITV-1-Meridian-East--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11140,10148.0,ITV 1 Granada +1,MPEG-2/SD,2322.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Granada +1,https://www.lyngsat.com/tvchannels/uk/ITV-1-Granada--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11141,10150.0,ITV 1 Meridian East,MPEG-2/SD,3344.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 Meridian East,https://www.lyngsat.com/tvchannels/uk/ITV-1-Meridian-East.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11142,10152.0,ITV 2,MPEG-2/SD,2330.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 2,https://www.lyngsat.com/tvchannels/uk/ITV-2.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11143,10155.0,ITV 1 London +1,MPEG-2/SD,2362.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 1 London +1,https://www.lyngsat.com/tvchannels/uk/ITV-1-London--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11144,10158.0,ITV 3 +1,MPEG-2/SD,2367.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 3 +1,https://www.lyngsat.com/tvchannels/uk/ITV-3--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11145,10165.0,ITV 2 +1,MPEG-2/SD,3352.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 2 +1,https://www.lyngsat.com/tvchannels/uk/ITV-2--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11146,10166.0,ITV 4 +1,MPEG-2/SD,2354.0,DVB-S,22000.0,5/6,10891 H,tp 53,0.0,,,ITV 4 +1,https://www.lyngsat.com/tvchannels/uk/ITV-4--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11147,8300.0,E4 UK +1,MPEG-2/SD,2347.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,E4 UK +1,https://www.lyngsat.com/tvchannels/uk/E4-UK--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11148,8311.0,Channel 4 London +1,MPEG-2/SD,2316.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Channel 4 London +1,https://www.lyngsat.com/tvchannels/uk/Channel-4-London--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11149,8312.0,Channel 4 South & East +1,MPEG-2/SD,2322.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Channel 4 South & East +1,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11150,8314.0,Channel 4 North +1,MPEG-2/SD,2332.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Channel 4 North +1,https://www.lyngsat.com/tvchannels/uk/Channel-4-North--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11151,8316.0,Channel 4 Scotland +1,MPEG-2/SD,2342.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Channel 4 Scotland +1,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11152,8320.0,Channel 4 Northern Ireland,MPEG-2/SD,2315.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Channel 4 Northern Ireland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Northern-Ireland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11153,8340.0,More 4 UK,MPEG-2/SD,2359.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,More 4 UK,https://www.lyngsat.com/tvchannels/uk/More-4-UK.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11154,8341.0,Film 4 UK +1,MPEG-2/SD,2354.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,Film 4 UK +1,https://www.lyngsat.com/tvchannels/uk/Film-4-UK--1.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11155,8360.0,E4 Extra,MPEG-2/SD,2371.0,DVB-S,22000.0,5/6,10936 V,tp 56,0.0,,,E4 Extra,https://www.lyngsat.com/tvchannels/uk/E4-Extra.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11156,53700.0,France 24 English,MPEG-4/HD,2315.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,France 24 English,https://www.lyngsat.com/tvchannels/fr/France-24-English.html,False,Freesat,Eng,fr,,Astra-2E,,,,,,,,
11157,53705.0,Create and Craft,MPEG-4/HD,2314.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,Create and Craft,https://www.lyngsat.com/tvchannels/uk/Create-and-Craft.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11158,53735.0,Sewing Street (08-13),MPEG-4/HD,2325.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,Sewing Street (08-13),https://www.lyngsat.com/tvchannels/uk/Sewing-Street.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11159,53735.0,HobbyMaker (13-20 & 23-08),MPEG-4/HD,2325.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,HobbyMaker (13-20 & 23-08),https://www.lyngsat.com/tvchannels/uk/HobbyMaker.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11160,53735.0,Gem Collector (20-22),MPEG-4/HD,2325.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,Gem Collector (20-22),https://www.lyngsat.com/tvchannels/us/Gem-Collector.html,False,Freesat,Eng,us,,Astra-2E,,,,,,,,
11161,53735.0,Primal Living (22-23),MPEG-4/HD,2325.0,DVB-S2,29500.0,8/9,11386 H,tp 113,0.0,,,Primal Living (22-23),https://www.lyngsat.com/tvchannels/uk/Primal-Living.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11162,50600.0,EarthxTV UK & Ireland,MPEG-4/HD,2317.0,DVB-S2,29500.0,8/9,11386 V,tp 114,0.0,,,EarthxTV UK & Ireland,https://www.lyngsat.com/tvchannels/us/EarthxTV-UK-and-Ireland.html,False,Freesat,Eng,us,,Astra-2E,,,,,,,,
11163,10600.0,The Racing Partnership,59-2315MPEG-4/HD,6001.0,DVB-S,27500.0,2/3,11426 H,tp 115,0.0,Conax,,,,False,Freesat,Eng,,,Astra-2E,,,,,,,,
11164,52565.0,S4C,MPEG-4/HD,2340.0,DVB-S2,29500.0,8/9,11426 V,tp 116,0.0,,,S4C,https://www.lyngsat.com/tvchannels/uk/S4C.html,False,Freesat,Eng Wel,uk,,Astra-2E,,,,,,,,
11165,52570.0,TJC,MPEG-4/HD,2307.0,DVB-S2,29500.0,8/9,11426 V,tp 116,0.0,,,TJC,https://www.lyngsat.com/tvchannels/uk/TJC.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11166,52580.0,Quest UK,MPEG-4/HD,2305.0,DVB-S2,29500.0,8/9,11426 V,tp 116,0.0,,,Quest UK,https://www.lyngsat.com/tvchannels/us/Quest-UK.html,False,Freesat,Eng,us,,Astra-2E,,,,,,,,
11167,52590.0,Talk TV,MPEG-4/HD,2323.0,DVB-S2,29500.0,8/9,11426 V,tp 116,0.0,,,Talk TV,https://www.lyngsat.com/tvchannels/uk/Talk-TV.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11168,,{},,,DVB-S2,30000.0,1/2,11798 H,tp 5,0.0,,,,,False,Freesat,,,,Astra-2E,,,,,,,,
11169,5406.0,Sky News Ireland,MPEG-2/SD,512.0,DVB-S,27500.0,5/6,11836 H,tp 7,0.0,,,Sky News Ireland,https://www.lyngsat.com/tvchannels/uk/Sky-News-Ireland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11170,5872.0,Together TV,MPEG-2/SD,527.0,DVB-S,27500.0,5/6,11836 H,tp 7,0.0,,,Together TV,https://www.lyngsat.com/tvchannels/uk/Together-TV.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11171,6031.0,Challenge UK,MPEG-2/SD,522.0,DVB-S,27500.0,5/6,11836 H,tp 7,0.0,,,Challenge UK,https://www.lyngsat.com/tvchannels/uk/Challenge-UK.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11172,5229.0,Sky Arts Ireland,MPEG-2/SD,515.0,DVB-S,27500.0,5/6,11914 H,tp 11,0.0,,,Sky Arts Ireland,https://www.lyngsat.com/tvchannels/uk/Sky-Arts-Ireland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11173,5544.0,RTÉ Radio 1,,,DVB-S,27500.0,5/6,11914 H,tp 11,0.0,,,RTÉ Radio 1,https://www.lyngsat.com/radiochannels/ie/RTE-Radio-1.html,False,Freesat,Eng,ie,,Astra-2E,,,,,,,,
11174,5545.0,RTÉ 2 FM,,,DVB-S,27500.0,5/6,11914 H,tp 11,0.0,,,RTÉ 2 FM,https://www.lyngsat.com/radiochannels/ie/RTE-2-FM.html,False,Freesat,Eng,ie,,Astra-2E,,,,,,,,
11175,5546.0,RTÉ Lyric FM,,,DVB-S,27500.0,5/6,11914 H,tp 11,0.0,,,RTÉ Lyric FM,https://www.lyngsat.com/radiochannels/ie/RTE-Lyric-FM.html,False,Freesat,Eng,ie,,Astra-2E,,,,,,,,
11176,5547.0,RTÉ Raidió na Gaeltachta,,,DVB-S,27500.0,5/6,11914 H,tp 11,0.0,,,RTÉ Raidió na Gaeltachta,https://www.lyngsat.com/radiochannels/ie/RTE-Raidio-na-Gaeltachta.html,False,Freesat,Gle,ie,,Astra-2E,,,,,,,,
11177,4515.0,Sky Intro,MPEG-2/SD,523.0,DVB-S,27500.0,5/6,11934 V,tp 12,0.0,,,Sky Intro,https://www.lyngsat.com/tvchannels/uk/Sky-Intro.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11178,6160.0,Challenge Ireland,MPEG-2/SD,524.0,DVB-S,27500.0,5/6,11934 V,tp 12,0.0,,,Challenge Ireland,https://www.lyngsat.com/tvchannels/uk/Challenge-Ireland.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11179,5007.0,Sky Channel Line-up,,,DVB-S,27500.0,5/6,11934 V,tp 12,0.0,,,Sky Channel Line-up,https://www.lyngsat.com/radiochannels/uk/Sky-Channel-Line-up.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11180,5752.0,Sky Arts UK,MPEG-2/SD,526.0,DVB-S,27500.0,5/6,12070 H,tp 19,0.0,,,Sky Arts UK,https://www.lyngsat.com/tvchannels/uk/Sky-Arts-UK.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11181,6404.0,Sky News UK,MPEG-2/SD,525.0,DVB-S,27500.0,5/6,12070 H,tp 19,0.0,,,Sky News UK,https://www.lyngsat.com/tvchannels/uk/Sky-News-UK.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11182,5006.0,Sky News Radio,,,DVB-S,27500.0,5/6,12070 H,tp 19,0.0,,,Sky News Radio,https://www.lyngsat.com/radiochannels/uk/Sky-News-Radio.html,False,Freesat,Eng,uk,,Astra-2E,,,,,,,,
11184,2101.0,Channel 5 (UK),MPEG-2/SD,2335.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,Channel 5 (UK),https://www.lyngsat.com/tvchannels/uk/Channel-5.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11186,2102.0,5 USA,MPEG-2/SD,2323.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 USA,https://www.lyngsat.com/tvchannels/uk/5-USA.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11187,2103.0,5 USA +1,MPEG-2/SD,2329.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 USA +1,https://www.lyngsat.com/tvchannels/uk/5-USA--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11188,2104.0,5 Star,MPEG-2/SD,2305.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 Star,https://www.lyngsat.com/tvchannels/uk/5-Star.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11189,2105.0,5 Select,MPEG-2/SD,2317.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 Select,https://www.lyngsat.com/tvchannels/uk/5-Select.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11190,2106.0,5 Star +1,MPEG-2/SD,2311.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 Star +1,https://www.lyngsat.com/tvchannels/uk/5-Star--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11191,2107.0,Channel 5 +1,MPEG-2/SD,2341.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,Channel 5 +1,https://www.lyngsat.com/tvchannels/uk/Channel-5--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11192,2109.0,5 Action,MPEG-2/SD,2353.0,DVB-S,27500,2/3,11305 H,tp 109,0.0,,,5 Action,https://www.lyngsat.com/tvchannels/uk/5-Action.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11193,53300.0,Great! Movies Ireland,MPEG-2/SD,2308.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Movies Ireland,https://www.lyngsat.com/tvchannels/uk/Great-Movies-Ireland.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11194,53305.0,Great! TV Ireland,MPEG-2/SD,2304.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! TV Ireland,https://www.lyngsat.com/tvchannels/uk/Great-TV-Ireland.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11195,53310.0,Great! Action,MPEG-2/SD,2306.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Action,https://www.lyngsat.com/tvchannels/uk/Great-Action.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11196,53315.0,Great! Movies UK,MPEG-2/SD,2349.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Movies UK,https://www.lyngsat.com/tvchannels/uk/Great-Movies-UK.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11197,53320.0,Great! Romance,MPEG-2/SD,2313.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Romance,https://www.lyngsat.com/tvchannels/uk/Great-Romance.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11198,53325.0,Great! Romance +1,MPEG-2/SD,2317.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Romance +1,https://www.lyngsat.com/tvchannels/uk/Great-Romance--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11199,53335.0,Great! Real,MPEG-2/SD,2310.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Real,https://www.lyngsat.com/tvchannels/uk/Great-Real.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11200,53340.0,Pop,MPEG-2/SD,2315.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Pop,https://www.lyngsat.com/tvchannels/uk/Pop.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11201,53350.0,Pop Max,MPEG-2/SD,2337.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Pop Max,https://www.lyngsat.com/tvchannels/uk/Pop-Max.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11202,53355.0,Great! Movies UK +1,MPEG-2/SD,2352.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Movies UK +1,https://www.lyngsat.com/tvchannels/uk/Great-Movies-UK--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11203,53360.0,Pop Max +1,MPEG-2/SD,2333.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Pop Max +1,https://www.lyngsat.com/tvchannels/uk/Pop-Max--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11204,53365.0,Great! Action +1,MPEG-2/SD,2319.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Action +1,https://www.lyngsat.com/tvchannels/uk/Great-Action--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11205,53370.0,Pop +1,MPEG-2/SD,2339.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Pop +1,https://www.lyngsat.com/tvchannels/uk/Pop--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11206,53375.0,Great! TV UK,MPEG-2/SD,2341.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! TV UK,https://www.lyngsat.com/tvchannels/uk/Great-TV-UK.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11207,53380.0,Great! TV UK +1,MPEG-2/SD,2344.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! TV UK +1,https://www.lyngsat.com/tvchannels/uk/Great-TV-UK--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11208,53385.0,Great! Real +1,MPEG-2/SD,2324.0,DVB-S,27500,5/6,11306 V,tp 110,0.0,,,Great! Real +1,https://www.lyngsat.com/tvchannels/uk/Great-Real--1.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11209,53205.0,Must Have Ideas,MPEG-2/SD,2330.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,Must Have Ideas,https://www.lyngsat.com/tvchannels/uk/Must-Have-Ideas.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11210,53215.0,Chart Show Retro,MPEG-2/SD,2355.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,Chart Show Retro,https://www.lyngsat.com/tvchannels/uk/Chart-Show-Retro.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11211,53221.0,HGTV UK,MPEG-2/SD,2346.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,HGTV UK,https://www.lyngsat.com/tvchannels/us/HGTV-UK.html,False,,Eng,us,,Astra-2F,,,,,,,,
11212,53225.0,Really UK,MPEG-2/SD,2309.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,Really UK,https://www.lyngsat.com/tvchannels/uk/Really-UK.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11213,53231.0,HGTV UK +1,MPEG-2/SD,2351.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,HGTV UK +1,https://www.lyngsat.com/tvchannels/us/HGTV-UK--1.html,False,,Eng,us,,Astra-2F,,,,,,,,
11214,53235.0,Really Ireland,MPEG-2/SD,2342.0,DVB-S,27500,5/6,11344 H,tp 111,0.0,,,Really Ireland,https://www.lyngsat.com/tvchannels/uk/Really-Ireland.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11215,50903.0,True Crime Xtra UK,MPEG-2/SD,3080.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,True Crime Xtra UK,https://www.lyngsat.com/tvchannels/us/True-Crime-Xtra-UK.html,False,,Eng,us,,Astra-2F,,,,,,,,
11216,55201.0,That's TV 2,MPEG-2/SD,2316.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,That's TV 2,https://www.lyngsat.com/tvchannels/uk/Thats-TV-2.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11217,55202.0,Legend Xtra,MPEG-2/SD,2307.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,Legend Xtra,https://www.lyngsat.com/tvchannels/us/Legend-Xtra.html,False,,Eng,us,,Astra-2F,,,,,,,,
11218,55207.0,That's 90s,MPEG-2/SD,2352.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,That's 90s,https://www.lyngsat.com/tvchannels/uk/Thats-90s.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11219,55208.0,True Crime Xtra Ireland,MPEG-2/SD,2309.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,True Crime Xtra Ireland,https://www.lyngsat.com/tvchannels/us/True-Crime-Xtra-Ireland.html,False,,Eng,us,,Astra-2F,,,,,,,,
11220,55209.0,Legend,MPEG-2/SD,2644.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,Legend,https://www.lyngsat.com/tvchannels/us/Legend.html,False,,Eng,us,,Astra-2F,,,,,,,,
11221,55213.0,PBS America,MPEG-2/SD,2373.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,PBS America,https://www.lyngsat.com/tvchannels/us/PBS-America.html,False,,Eng,us,,Astra-2F,,,,,,,,
11222,55214.0,True Crime UK,MPEG-2/SD,2650.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,True Crime UK,https://www.lyngsat.com/tvchannels/us/True-Crime-UK.html,False,,Eng,us,,Astra-2F,,,,,,,,
11223,55216.0,True Crime Ireland,MPEG-2/SD,2351.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,True Crime Ireland,https://www.lyngsat.com/tvchannels/us/True-Crime-Ireland.html,False,,Eng,us,,Astra-2F,,,,,,,,
