Provider/Channel,Sattelite_Name,freq_alt,Languages
Rai Radio 1 Lombardia,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Campania,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Sicilia,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Abruzzo,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Umbria,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Basilicata,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Trentino Alto Adige,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Piemonte,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Friuli Venezia Giulia,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 1 Veneto,Eutelsat-5-West-B,12627 H,Ita
Rai Südtirol Radio,Eutelsat-5-West-B,12627 H,Ger
Rai Radio Trst A,Eutelsat-5-West-B,12627 H,Slv
Rai Gr Parlamento,Eutelsat-5-West-B,12627 H,Ita
Rai Radio 3 Classica,Eutelsat-5-West-B,12627 H,Ita
Rai Isoradio,Eutelsat-5-West-B,12627 H,Ita
RAI mux MR 4,Eutelsat-5-West-B,12627 H,
TF 1 Séries Films,Eutelsat-5-West-B,12648 V,Fre
TF 1 Séries Films,Eutelsat-5-West-B,12648 V,Qaa
L'Équipe,Eutelsat-5-West-B,12648 V,Fre
Chérie 25,Eutelsat-5-West-B,12648 V,Fre
Chérie 25,Eutelsat-5-West-B,12648 V,Qaa
RMC Découverte,Eutelsat-5-West-B,12648 V,Fre
RMC Découverte,Eutelsat-5-West-B,12648 V,Qaa
RMC Story,Eutelsat-5-West-B,12648 V,Fre
RMC Story,Eutelsat-5-West-B,12648 V,Qaa
C8,Eutelsat-5-West-B,12648 V,Fre
C8,Eutelsat-5-West-B,12648 V,Qaa
BFM TV,Eutelsat-5-West-B,12648 V,Fre
C News,Eutelsat-5-West-B,12648 V,Fre
C Star,Eutelsat-5-West-B,12648 V,Fre
C Star,Eutelsat-5-West-B,12648 V,Qaa
Gulli,Eutelsat-5-West-B,12648 V,Fre
Gulli,Eutelsat-5-West-B,12648 V,Qaa
Canal + France,Eutelsat-5-West-B,12648 V,Fre
Canal + France,Eutelsat-5-West-B,12648 V,Fre
Canal + France,Eutelsat-5-West-B,12648 V,Qaa
Canal + Cinéma France,Eutelsat-5-West-B,12648 V,Fre
Canal + Cinéma France,Eutelsat-5-West-B,12648 V,Qaa
Canal + Sport France,Eutelsat-5-West-B,12648 V,Fre
Canal + Sport France,Eutelsat-5-West-B,12648 V,Qaa
Planète +,Eutelsat-5-West-B,12648 V,Fre
LCI,Eutelsat-5-West-B,12648 V,Fre
Paris Première,Eutelsat-5-West-B,12648 V,Fre
Paris Première,Eutelsat-5-West-B,12648 V,Qaa
France 2,Eutelsat-5-West-B,12732 V,Fre
France 2,Eutelsat-5-West-B,12732 V,Qaa
France 4,Eutelsat-5-West-B,12732 V,Fre
France 4,Eutelsat-5-West-B,12732 V,Qaa
France 3,Eutelsat-5-West-B,12732 V,Fre
France 3,Eutelsat-5-West-B,12732 V,Qaa
M6,Eutelsat-5-West-B,12732 V,Fre
M6,Eutelsat-5-West-B,12732 V,Qaa
W9,Eutelsat-5-West-B,12732 V,Fre
W9,Eutelsat-5-West-B,12732 V,Qaa
ARTE Français,Eutelsat-5-West-B,12732 V,Fre
ARTE Français,Eutelsat-5-West-B,12732 V,Qaa
ARTE Français,Eutelsat-5-West-B,12732 V,Ger
France 5,Eutelsat-5-West-B,12732 V,Fre
France 5,Eutelsat-5-West-B,12732 V,Qaa
6ter,Eutelsat-5-West-B,12732 V,Fre
6ter,Eutelsat-5-West-B,12732 V,Qaa
TF 1,Eutelsat-5-West-B,12732 V,Fre
TF 1,Eutelsat-5-West-B,12732 V,Qaa
NRJ 12,Eutelsat-5-West-B,12732 V,Fre
NRJ 12,Eutelsat-5-West-B,12732 V,Qaa
TMC,Eutelsat-5-West-B,12732 V,Fre
TMC,Eutelsat-5-West-B,12732 V,Qaa
TFX,Eutelsat-5-West-B,12732 V,Fre
TFX,Eutelsat-5-West-B,12732 V,Qaa
LCP Assemblée Nationale,Eutelsat-5-West-B,12732 V,Fre
Public Sénat,Eutelsat-5-West-B,12732 V,Fre
Al Qahera News,Nilesat-201,11747 V,Ara
Al Qahera News,Nilesat-201,11747 V,Ara
Sudan TV,Nilesat-201,11747 V,Ara
Yemen TV,Nilesat-201,11747 V,Ara
Al Ahly TV,Nilesat-201,11747 V,Ara
Al Ahly TV,Nilesat-201,11747 V,Ara
Alarabiya,Nilesat-201,11747 V,Ara
Al Hadath,Nilesat-201,11747 V,Ara
Mdeeh,Nilesat-201,11747 V,Ara
Yemen Today TV,Nilesat-201,11747 V,Ara
Alforat TV,Nilesat-201,11747 V,Ara
Al Kahera Wal Nas,Nilesat-201,11766 H,Ara
ERTU 1,Nilesat-201,11766 H,Ara
ERTU 1,Nilesat-201,11766 H,Ara
Nile Family,Nilesat-201,11766 H,Ara
Nile Culture,Nilesat-201,11766 H,Ara
Azhari TV,Nilesat-201,11766 H,Ara
BBC News Middle East,Nilesat-201,11766 H,Eng
Alwatania TV,Nilesat-201,11766 H,Ara
Libya Sport HD1,Nilesat-201,11766 H,Ara
El-Bernameg Al-Aam (Main General Program),Nilesat-201,11766 H,Ara
El-Quran El-Karim,Nilesat-201,11766 H,Ara
Sout Al-Arab (Voice of the Arabs),Nilesat-201,11766 H,Ara
Iza'at Al-Sharq Al-Awsat (Middle East Program),Nilesat-201,11766 H,Ara
Al-Bernameg Al-Orobi (European Program),Nilesat-201,11766 H,
Al-Shabab Wal Riyadah (Youth & Sports Program),Nilesat-201,11766 H,Ara
Al-Kebar Radio (Pioneers & Educational Program),Nilesat-201,11766 H,Ara
Al-Kahera Al-Kobra Radio (Greater Cairo Radio),Nilesat-201,11766 H,Ara
El-Bernameg Al-Moseeky (Musical Program),Nilesat-201,11766 H,Ara
Al-Aghani Radio (Arabic Musical Program),Nilesat-201,11766 H,Ara
Iza'at Al Meniyah,Nilesat-201,11766 H,Ara
Wadi Al-Neil & Palestine,Nilesat-201,11766 H,Ara
Iza'at Marsa Matroouh,Nilesat-201,11766 H,
Iza'at Shamal Sina,Nilesat-201,11766 H,Ara
Iza'at Janoub Sina,Nilesat-201,11766 H,Ara
Maspero FM,Nilesat-201,11766 H,Ara
El Radio 9090 FM,Nilesat-201,11766 H,Ara
Al-Nahar TV,Nilesat-201,11785 V,Ara
Al-Nahar Drama,Nilesat-201,11785 V,Ara
CBC (Egypt),Nilesat-201,11785 V,Ara
CBC Sofra,Nilesat-201,11785 V,Ara
CBC Drama,Nilesat-201,11785 V,Ara
Extra News,Nilesat-201,11785 V,Ara
Alhayah Mosalsalat,Nilesat-201,11785 V,Ara
Space Toon Arabic,Nilesat-201,11785 V,Ara
Mix Hollywood,Nilesat-201,11785 V,Ara
Hya TV,Nilesat-201,11785 V,Ara
Alsharqiya TV,Nilesat-201,11785 V,Ara
Alsharqiya TV,Nilesat-201,11938 V,Ara
Nilesat promo,Nilesat-201,11804 H,
Alhurra TV,Nilesat-201,11823 V,Ara
Palestine TV,Nilesat-201,11823 V,Ara
Egyptian TV,Nilesat-201,11823 V,Ara
MBC Maser 2,Nilesat-201,11823 V,Ara
Al Mawsleya TV,Nilesat-201,11823 V,Ara
Al Seha Wal Jamal TV,Nilesat-201,11823 V,Ara
El Mehwar TV,Nilesat-201,11823 V,Ara
AlHadath Alyoum,Nilesat-201,11823 V,Ara
Sada Elbalad Drama,Nilesat-201,11823 V,Ara
Sada Elbalad,Nilesat-201,11823 V,Ara
Sada Elbalad 2,Nilesat-201,11823 V,Ara
VoA Iraq,Nilesat-201,11823 V,
Voice of Palestine,Nilesat-201,11823 V,Ara
Ten,Nilesat-201,11843 H,Ara
Nile News,Nilesat-201,11843 H,Ara
Nile News,Nilesat-201,11843 H,Ara
Nile Comedy,Nilesat-201,11843 H,Ara
Nile Life,Nilesat-201,11843 H,Ara
Nile Drama,Nilesat-201,11843 H,Ara
Nile Sport,Nilesat-201,11843 H,Ara
Nile Cinema,Nilesat-201,11843 H,Ara
Maspero Zaman,Nilesat-201,11843 H,Ara
Safa TV (Egypt),Nilesat-201,11843 H,Ara
Mix One,Nilesat-201,11843 H,Ara
Monte Carlo Doualiya,Nilesat-201,11843 H,Ara
DRN FM,Nilesat-201,11843 H,Ara
BBC World Service,Nilesat-201,11843 H,Eng
Radio Masr,Nilesat-201,11843 H,Ara
Shabakat Al-Iza'at El-Eqlimyah (Regional Radios Network),Nilesat-201,11843 H,Ara
Shabakat Al-Iza'at El-Eqlimyah (Regional Radios Network),Nilesat-201,11843 H,Ara
Shabakat Al-Iza'at El-Eqlimyah (Regional Radios Network),Nilesat-201,11843 H,Ara
Iza'at Al-Iskandaryah (Alexandria Radio),Nilesat-201,11843 H,Ara
Iza'at Aswan (Aswan Radio),Nilesat-201,11843 H,Ara
BBC World Service Horn of Africa,Nilesat-201,11843 H,
Radio Cairo Al Mowaghat 8,Nilesat-201,11843 H,
Iza'at Al-Wadi Al-Jadeed (New Valley Radio),Nilesat-201,11843 H,Ara
Radio Cairo Al Mowaghat 1,Nilesat-201,11843 H,
Radio Cairo Al Mowaghat 2,Nilesat-201,11843 H,
Radio Canal,Nilesat-201,11843 H,Eng
OnTime Sports 2,Nilesat-201,11862 V,Ara
OnTime Sports 2,Nilesat-201,11862 V,Ara
On E,Nilesat-201,11862 V,Ara
On E,Nilesat-201,11862 V,Ara
OnTime Sports,Nilesat-201,11862 V,Ara
OnTime Sports,Nilesat-201,11862 V,Ara
On Drama,Nilesat-201,11862 V,Ara
Egypt Quran Kareem,Nilesat-201,11862 V,Ara
Free TV,Nilesat-201,11900 V,
TV5Monde Maghreb-Orient,Nilesat-201,11900 V,Fre
Alfath TV,Nilesat-201,11900 V,Ara
Misr Al Zeraya,Nilesat-201,11900 V,Ara
Alkawthar TV,Nilesat-201,11900 V,Ara
Mazzika,Nilesat-201,11900 V,Ara
Alfath Sonnah TV,Nilesat-201,11900 V,Ara
Al-Saeedah,Nilesat-201,11900 V,Ara
CNN International Europe,Nilesat-201,11900 V,Eng
CNN International Europe,Nilesat-201,11900 V,Eng
IFilm Arabic,Nilesat-201,11900 V,Ara
IFilm Arabic,Nilesat-201,11900 V,Per
Nogoum FM TV,Nilesat-201,11900 V,Ara
Alghad TV,Nilesat-201,11900 V,Ara
Alfath Atfal,Nilesat-201,11900 V,Ara
Alalam News Channel,Nilesat-201,11900 V,Ara
Nile FM 104.2,Nilesat-201,11900 V,Eng
Nogoum FM,Nilesat-201,11900 V,Ara
Radio Quran (Iran),Nilesat-201,11900 V,Per
IRIB World Service Radio 3,Nilesat-201,11900 V,Ara
Al Kass One,Nilesat-201,11919 H,Ara
Al Kass Two,Nilesat-201,11919 H,Ara
Al Kass Three,Nilesat-201,11919 H,Ara
Al Kass Three,Nilesat-201,11919 H,Eng
Al Kass Four,Nilesat-201,11919 H,Ara
Press TV,Nilesat-201,11938 V,Eng
Aljamahiriya TV,Nilesat-201,11938 V,Ara
Al Sabah,Nilesat-201,11938 V,Ara
Mix Bel Araby,Nilesat-201,11938 V,Ara
Libya Alhadath,Nilesat-201,11938 V,Ara
Syrian Satellite Channel,Nilesat-201,11938 V,
Syria Drama,Nilesat-201,11938 V,Ara
Syrian Educational TV,Nilesat-201,11938 V,Ara
Nour El-Sham,Nilesat-201,11938 V,Ara
Souryana TV,Nilesat-201,11938 V,Ara
Sama TV,Nilesat-201,11938 V,Ara
Radio Damascus,Nilesat-201,11938 V,
Sawt Alshabab FM,Nilesat-201,11938 V,Ara
Amwaj FM,Nilesat-201,11938 V,Ara
Amman TV,Nilesat-201,11958 H,Ara
Sport TV (Jordan),Nilesat-201,11958 H,Ara
Sport TV (Jordan),Nilesat-201,12034 H,Ara
Dzair 7,Nilesat-201,11958 H,Fre
Daar Alshifa,Nilesat-201,11958 H,Ara
Dzair 24,Nilesat-201,11958 H,Ara
Alistiqama TV,Nilesat-201,11958 H,Ara
Hona Baghdad TV,Nilesat-201,11958 H,Ara
RT Arabic,Nilesat-201,11958 H,Ara
RT Arabic,Nilesat-201,11958 H,Ara
RT Arabic,Nilesat-201,12034 H,Ara
Roya TV,Nilesat-201,11958 H,Ara
Jordan TV,Nilesat-201,11958 H,Ara
Jordan TV,Nilesat-201,12034 H,Ara
Al Mamlaka TV,Nilesat-201,11958 H,Ara
RT DE,Nilesat-201,11958 H,Ger
RT News,Nilesat-201,11958 H,Eng
Al Quran Al Kareem Radio (Jordan),Nilesat-201,11958 H,Ara
Sawt Al Alam,Nilesat-201,11958 H,Ara
Rotana Tarab Jordan,Nilesat-201,11958 H,Ara
Rotana Radio Jordan,Nilesat-201,11958 H,Ara
Radio Fann,Nilesat-201,11958 H,Ara
Yaqeen FM,Nilesat-201,11958 H,Ara
Al Quran Al Kareem Radio Ajiloun,Nilesat-201,11958 H,Ara
NHK World Japan,Nilesat-201,11977 V,Eng
France 24 English,Nilesat-201,11977 V,Eng
Sky News Arabia,Nilesat-201,11977 V,Ara
Sky News Arabia,Nilesat-201,11977 V,Eng
Sky News Arabia,Nilesat-201,11977 V,Ara
TVRI World,Nilesat-201,11977 V,Eng
OSN TV promo,Nilesat-201,11977 V,Ara
Al Kahera Wal Nas 2,Nilesat-201,12015 V,Ara
CGTN,Nilesat-201,12015 V,Eng
Sahar Kurdi,Nilesat-201,12015 V,Kur
Libya Alrasmia Channel,Nilesat-201,12015 V,Ara
Télé Liban,Nilesat-201,12015 V,Ara
MBC Maser,Nilesat-201,12015 V,Ara
Hadhramaut TV,Nilesat-201,12015 V,Ara
2M Monde,Nilesat-201,12015 V,Ara
Almustafa TV,Nilesat-201,12015 V,Ara
CGTN Arabic,Nilesat-201,12015 V,Ara
Alhayah 2,Nilesat-201,12015 V,Ara
Al Shams Drama,Nilesat-201,12015 V,Ara
Al-Nahar Noor,Nilesat-201,12015 V,Ara
ETC (Egypt),Nilesat-201,12015 V,Ara
Iqraa Arabic,Nilesat-201,12034 H,Ara
Cima Channel,Nilesat-201,12034 H,Ara
ART Hekayat,Nilesat-201,12034 H,Ara
ART Hekayat 2,Nilesat-201,12034 H,Ara
ART Aflam 1,Nilesat-201,12034 H,Ara
ART Aflam 2,Nilesat-201,12034 H,Ara
ART Cinema,Nilesat-201,12034 H,Ara
Al-Khabar Tele Site,Nilesat-201,12034 H,Ara
Almasalah,Nilesat-201,12034 H,Ara
Iraq Now,Nilesat-201,12034 H,Ara
Dijlah TV,Nilesat-201,12034 H,Ara
Zaytouna TV,Nilesat-201,12034 H,Ara
A Konoz Alhayat,Nilesat-201,12034 H,Ara
Jordan Radio,Nilesat-201,12034 H,Ara
Al Quran Al Kareem Radio Kerak,Nilesat-201,12034 H,Ara
Extra Live,Nilesat-201,12092 V,Ara
Extra Live,Nilesat-201,12092 V,Ara
Zamalek TV,Nilesat-201,12092 V,Ara
DMC Drama,Nilesat-201,12092 V,Ara
NRJ Egypt,Nilesat-201,12092 V,Ara
Oman TV Sport,Nilesat-201,12130 V,Ara
Oman TV Mubashir,Nilesat-201,12130 V,Ara
Oman TV Cultural,Nilesat-201,12130 V,Ara
Radio Oman,Nilesat-201,12130 V,Ara
Al-Shabab,Nilesat-201,12130 V,Ara
Radio Oman FM,Nilesat-201,12130 V,Eng
Holy Quran Radio (Oman),Nilesat-201,12130 V,Ara
Oman Classic Radio,Nilesat-201,12130 V,Eng
Sawt Oman 1,Nilesat-201,12130 V,Ara
Saudi TV,Nilesat-201,12149 H,Ara
Saudi TV,Nilesat-201,12284 V,Ara
Thikrayat TV,Nilesat-201,12149 H,Ara
Thikrayat TV,Nilesat-201,12284 V,Ara
SBC,Nilesat-201,12149 H,Ara
SBC,Nilesat-201,12284 V,Ara
Ekhbariya TV,Nilesat-201,12149 H,Ara
Ekhbariya TV,Nilesat-201,12284 V,Ara
Saudia Alaan TV,Nilesat-201,12149 H,Ara
Saudia Alaan TV,Nilesat-201,12284 V,Ara
Quran TV (Saudi Arabia),Nilesat-201,12149 H,Ara
Quran TV (Saudi Arabia),Nilesat-201,12284 V,Ara
Sunna TV (Saudi Arabia),Nilesat-201,12149 H,Ara
Sunna TV (Saudi Arabia),Nilesat-201,12284 V,Ara
KSA Sports 1,Nilesat-201,12149 H,Ara
KSA Sports 1,Nilesat-201,12284 V,Ara
KSA Sports 2,Nilesat-201,12149 H,Ara
KSA Sports 2,Nilesat-201,12284 V,Ara
KSA Sports 3,Nilesat-201,12149 H,Ara
KSA Sports 3,Nilesat-201,12284 V,Ara
Quran Radio (Saudi Arabia),Nilesat-201,12149 H,Ara
Quran Radio (Saudi Arabia),Nilesat-201,12284 V,Ara
Riyadh Radio,Nilesat-201,12149 H,Ara
Riyadh Radio,Nilesat-201,12284 V,Ara
Jeddah Radio,Nilesat-201,12149 H,Ara
Jeddah Radio,Nilesat-201,12284 V,Ara
Saudia Radio,Nilesat-201,12149 H,
Saudia Radio,Nilesat-201,12284 V,
Neda Radio,Nilesat-201,12149 H,Ara
Neda Radio,Nilesat-201,12284 V,Ara
BBC Arabic,Nilesat-201,12207 V,Ara
Alhayah,Nilesat-201,12207 V,Ara
Alhayah,Nilesat-201,12207 V,Ara
France 24 Arabic,Nilesat-201,12207 V,Ara
Al Aoula Inter,Nilesat-201,12207 V,Ara
A TV (Lebanon),Nilesat-201,12207 V,Ara
Alalam News Channel Syria,Nilesat-201,12207 V,Ara
Alsahraa TV,Nilesat-201,12207 V,Ara
Madrasetna 3,Nilesat-201,12207 V,Ara
Sports FM 104,Nilesat-201,12207 V,Ara
Rotana Music,Nilesat-201,12226 H,Ara
Rotana Clip,Nilesat-201,12226 H,Ara
Rotana Khalejia,Nilesat-201,12226 H,Ara
Rotana Classic,Nilesat-201,12226 H,Ara
Rotana Drama,Nilesat-201,12226 H,Ara
Rotana Cinema Egypt,Nilesat-201,12226 H,Ara
Rotana Cinema Egypt,Nilesat-201,12226 H,Ara
Rotana Cinema KSA,Nilesat-201,12226 H,Ara
LBC (Saudi Arabia),Nilesat-201,12226 H,Ara
Alresalah TV,Nilesat-201,12226 H,Ara
Rotana FM,Nilesat-201,12226 H,Ara
Al Shams TV,Nilesat-301,12054 V,Ara
Oscar TV,Nilesat-301,12054 V,Ara
Al Joumhouriyah TV,Nilesat-301,12054 V,Ara
Al Masriyah,Nilesat-301,12054 V,Ara
Nile TV International,Nilesat-301,12054 V,
ERTU 2,Nilesat-301,12054 V,Ara
PNC Drama,Nilesat-301,12054 V,Ara
PNC Drama 2,Nilesat-301,12054 V,Eng
PNC Film,Nilesat-301,12054 V,Ara
PNC Food,Nilesat-301,12054 V,Ara
Elnas TV,Nilesat-301,12054 V,Ara
Al Nada TV,Nilesat-301,12054 V,Ara
Anbar TV Channel,Nilesat-301,12054 V,Ara
Holy Quran Channel,Nilesat-301,12054 V,Ara
Radio Hits (Egypt),Nilesat-301,12054 V,Ara
Mega 92.7 FM,Nilesat-301,12054 V,Ara
Nagham FM,Nilesat-301,12054 V,Ara
Sha3by FM,Nilesat-301,12054 V,Ara
Extra News,Nilesat-301,12303 H,Ara
Libya Sport HD2,Nilesat-301,12303 H,Ara
Libya Education TV,Nilesat-301,12303 H,Ara
Madrasetna 1,Nilesat-301,12303 H,Ara
Al Wathaeqya,Nilesat-301,12303 H,Ara
Alikhbaria Syria,Nilesat-301,12303 H,Ara
Nilesat promo,Nilesat-301,13575 H,
Al Magharibia,Eutelsat-7-West-A,10727 H,Ara
Asil TV,Eutelsat-7-West-A,10727 H,Ara
Waar TV,Eutelsat-7-West-A,10727 H,Kur
UTV,Eutelsat-7-West-A,10727 H,
UTV,Eutelsat-7-West-A,11354 V,
Al Falak TV,Eutelsat-7-West-A,10727 H,Ara
Al Bahrany TV,Eutelsat-7-West-A,10727 H,Ara
Arab Women TV,Eutelsat-7-West-A,10727 H,Ara
An Najaf Al Ashraf,Eutelsat-7-West-A,10727 H,Ara
Libya Al Naga TV,Eutelsat-7-West-A,10727 H,Ara
Saout Al-Aqila TV,Eutelsat-7-West-A,10727 H,Ara
Palestine TV,Eutelsat-7-West-A,10727 H,Ara
Palestine TV,Eutelsat-7-West-A,11564 H,Ara
Palestine TV,Eutelsat-7-West-A,11564 H,Ara
Al-Jawad TV,Eutelsat-7-West-A,10727 H,Ara
Al Basrah 1,Eutelsat-7-West-A,10727 H,Ara
Al-Askari TV,Eutelsat-7-West-A,10727 H,Ara
Al Kout TV,Eutelsat-7-West-A,10727 H,Ara
Dawacom TV,Eutelsat-7-West-A,10727 H,Ara
Kunuz Altabia TV,Eutelsat-7-West-A,10727 H,Ara
Kuwaitawi TV,Eutelsat-7-West-A,10727 H,Ara
Massaya TV,Eutelsat-7-West-A,10727 H,Ara
The Kingdom Sat,Eutelsat-7-West-A,10727 H,Ara
Waqie TV,Eutelsat-7-West-A,10727 H,Ara
Al Rafidain TV,Eutelsat-7-West-A,10727 H,Ara
Al Awhad TV,Eutelsat-7-West-A,10727 H,Ara
Alkafeel Radio,Eutelsat-7-West-A,10727 H,Ara
Miracle TV (Sweden),Eutelsat-7-West-A,10815 H,Ara
Adrian Siska Al Hayat,Eutelsat-7-West-A,10815 H,Ara
Aghapy TV,Eutelsat-7-West-A,10815 H,Ara
Top Drama,Eutelsat-7-West-A,10815 H,Ara
Top Zaman,Eutelsat-7-West-A,10815 H,Ara
Al Mayadeen TV,Eutelsat-7-West-A,10815 H,Ara
Al Mayadeen TV,Eutelsat-7-West-A,11392 V,Ara
Libya Al-Ahrar TV,Eutelsat-7-West-A,10815 H,Ara
Warda Hamra,Eutelsat-7-West-A,10815 H,Ara
12 Arabia,Eutelsat-7-West-A,10815 H,Ara
Almagd TV,Eutelsat-7-West-A,10815 H,Ara
Alkarma TV Family,Eutelsat-7-West-A,10815 H,Ara
Alsakhra,Eutelsat-7-West-A,10815 H,Ara
Coptic TV,Eutelsat-7-West-A,10815 H,Ara
GSN 7,Eutelsat-7-West-A,10815 H,Ara
LoveWorld Arabic,Eutelsat-7-West-A,10815 H,Eng
The Grace TV,Eutelsat-7-West-A,10815 H,Ara
The Way TV,Eutelsat-7-West-A,10815 H,Ara
Alsay3da,Eutelsat-7-West-A,10815 H,Ara
NourSat,Eutelsat-7-West-A,10815 H,Ara
Mosar3a 1,Eutelsat-7-West-A,10815 H,Ara
Wasat TV,Eutelsat-7-West-A,10815 H,Ara
Qatar TV 2,Eutelsat-7-West-A,10834 V,Ara
Sout al Khaleej 2,Eutelsat-7-West-A,10834 V,Ara
Sout al Khaleej 3,Eutelsat-7-West-A,10834 V,Ara
Sout al Khaleej 4,Eutelsat-7-West-A,10834 V,Ara
Sout al Khaleej Europe,Eutelsat-7-West-A,10834 V,Ara
Qatar Radio,Eutelsat-7-West-A,10834 V,Ara
Holy Quran Radio 1,Eutelsat-7-West-A,10834 V,Ara
Oryx FM,Eutelsat-7-West-A,10834 V,Fre
QBS Radio,Eutelsat-7-West-A,10834 V,Eng
Urdu Radio,Eutelsat-7-West-A,10834 V,Urd
Holy Quran Radio 2,Eutelsat-7-West-A,10834 V,Ara
Hola Qatar Radio,Eutelsat-7-West-A,10834 V,Spa
Al Rahma,Eutelsat-7-West-A,10873 V,Ara
TRT Kurdî,Eutelsat-7-West-A,10873 V,Kur
Watania 1,Eutelsat-7-West-A,10873 V,Ara
Watania 1,Eutelsat-7-West-A,11658 V,Ara
El Mahrousah TV,Eutelsat-7-West-A,10873 V,Ara
TV Alsalam,Eutelsat-7-West-A,10873 V,Ara
Mawal,Eutelsat-7-West-A,10873 V,Ara
Palestine Al Yawm,Eutelsat-7-West-A,10873 V,Ara
Berbère TV,Eutelsat-7-West-A,10873 V,Fre
El Moled,Eutelsat-7-West-A,10873 V,Ara
Tanasuh TV,Eutelsat-7-West-A,10873 V,Ara
Watania 2,Eutelsat-7-West-A,10873 V,Ara
Watania 2,Eutelsat-7-West-A,11658 V,Ara
Almasar TV,Eutelsat-7-West-A,10873 V,Ara
Almasar TV,Eutelsat-7-West-A,11373 H,Ara
Antinéa Radio,Eutelsat-7-West-A,10873 V,Ber
Berbère Radio,Eutelsat-7-West-A,10873 V,Ber
Tanasuh FM,Eutelsat-7-West-A,10873 V,Ara
Alghadeer TV,Eutelsat-7-West-A,10892 H,Ara
Al Nujaba TV,Eutelsat-7-West-A,10892 H,Ara
Alsharqiya News,Eutelsat-7-West-A,10892 H,Ara
Rûdaw,Eutelsat-7-West-A,10892 H,Kur
Al Ayyam TV,Eutelsat-7-West-A,10892 H,Ara
Al Rabiaa TV,Eutelsat-7-West-A,10892 H,Ara
Saba World promo,Eutelsat-7-West-A,10892 H,Eng
Saba World promo,Eutelsat-7-West-A,10892 H,Eng
Saba World promo,Eutelsat-7-West-A,10892 H,Eng
Saba World promo,Eutelsat-7-West-A,11334 H,Eng
Saba World promo,Eutelsat-7-West-A,11373 H,Eng
Saba World promo,Eutelsat-7-West-A,11392 V,
Alahad TV,Eutelsat-7-West-A,10892 H,Ara
Radio Al-Nujaba,Eutelsat-7-West-A,10892 H,Ara
Rûdaw Radio,Eutelsat-7-West-A,10892 H,Kur
Alahad Voice,Eutelsat-7-West-A,10892 H,Ara
Radio Vaticana Europa,Eutelsat-7-West-A,10892 H,
Echorouk TV News,Eutelsat-7-West-A,10922 V,Ara
Echorouk TV,Eutelsat-7-West-A,10922 V,Ara
Eliktisadia El Oula TV,Eutelsat-7-West-A,10922 V,Ara
Bahia TV,Eutelsat-7-West-A,10922 V,Fre
Elwatania TV,Eutelsat-7-West-A,10922 V,Ara
El Hayat TV,Eutelsat-7-West-A,10922 V,Ara
El Heddaf TV,Eutelsat-7-West-A,10922 V,Ara
TV Essalam,Eutelsat-7-West-A,10922 V,Ara
El Djazaïr N1,Eutelsat-7-West-A,10922 V,Ara
AL 24 News,Eutelsat-7-West-A,10922 V,Ara
AL 24 News,Eutelsat-7-West-A,11680 H,Ara
El Bilad TV,Eutelsat-7-West-A,10922 V,Ara
Amou Yazid TV,Eutelsat-7-West-A,10922 V,Ara
Samira TV,Eutelsat-7-West-A,10922 V,Ara
Ennahar TV,Eutelsat-7-West-A,10922 V,Ara
Zahra TV (Algeria),Eutelsat-7-West-A,10922 V,Ara
4Kids,Eutelsat-7-West-A,10922 V,Ara
Al Anis TV,Eutelsat-7-West-A,10992 V,Ara
{},Eutelsat-7-West-A,11034 V,
Télé Maroc,Eutelsat-7-West-A,11158 V,Ara
StoryChannel TV,Eutelsat-7-West-A,11158 V,
Hit Radio (Morocco),Eutelsat-7-West-A,11158 V,Fre
Radio Oujda,Eutelsat-7-West-A,11158 V,
Idaa al Watania,Eutelsat-7-West-A,11158 V,
Radio Dakhla,Eutelsat-7-West-A,11158 V,
Chaîne Inter,Eutelsat-7-West-A,11158 V,
Idaa al Amazighia,Eutelsat-7-West-A,11158 V,Ara
Idaa Mohammed Assadiss,Eutelsat-7-West-A,11158 V,Ara
Radio Agadir,Eutelsat-7-West-A,11158 V,
Radio Houceima,Eutelsat-7-West-A,11158 V,
Radio Tétouan,Eutelsat-7-West-A,11158 V,
Radio Meknes,Eutelsat-7-West-A,11158 V,
Radio Tanger,Eutelsat-7-West-A,11158 V,
Radio Fes,Eutelsat-7-West-A,11158 V,
Radio Marrakech,Eutelsat-7-West-A,11158 V,
Radio Laayoune,Eutelsat-7-West-A,11158 V,
Radio Casablanca,Eutelsat-7-West-A,11158 V,
RIM,Eutelsat-7-West-A,11158 V,
Radio Azawan,Eutelsat-7-West-A,11158 V,Ara
Ajman TV,Eutelsat-7-West-A,11258 H,Ara
Dijlah TV,Eutelsat-7-West-A,11258 H,Ara
Alaraby TV 2,Eutelsat-7-West-A,11258 H,Ara
Alaraby TV 2,Eutelsat-7-West-A,11392 V,Ara
