Provider/Channel,Sattelite_Name,freq_alt,beam_alt,sr_alt,fec_alt,Compression,eirp_alt
RFI Diverse 3,Eutelsat-8-West-B,3964 R,tp 7C,4166.0,1/2,,40
Radio Notre Dame International,Eutelsat-8-West-B,3964 R,tp 7C,4166.0,1/2,,40
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,tp 7C,4543.0,3/4,0-0MPEG-2/HD,40
Alaraby TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-2/SD,51-52
Alaraby TV,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-4/HD,51-52
Al Hiwar TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Syria TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-2/SD,51-52
Al Shoor TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Karbalaeia TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Marjaeyat TV Arabic,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
1TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
1 Iraq TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Salam TV ,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
February Satellite Channel,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Al Aqila TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-2/SD,51-52
Falastini TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-2/SD,51-52
Hebron Sat,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Shehab News Agency,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Alanwar TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Roghayah TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Fursan Al Iraq TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/SD,51-52
Alshaaer TV,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Albaghdadia,Eutelsat-8-West-B,10971 H,tp BEM1,27500.0,7/8,MPEG-4/HD,51-52
Aljazeera Channel,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,MPEG-2/SD,51-52
Aljazeera Channel,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Aljazeera Mubasher,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,MPEG-2/SD,51-52
Aljazeera Mubasher,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Aljazeera English,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,MPEG-2/SD,51-52
Aljazeera English,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Aljazeera Documentary,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,MPEG-2/SD,51-52
Aljazeera Documentary,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Al Rayyan Radio,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,,51-52
Sout Al Islam,Eutelsat-8-West-B,10971 V,tp BEM2,27500.0,3/4,,51-52
Sharjah TV,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,MPEG-4/HD,51-52
Sharqiya TV,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,MPEG-4/HD,51-52
Al Wousta TV,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,MPEG-4/HD,51-52
Sharjah Sports,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,MPEG-4/HD,51-52
Sharjah Radio,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,,51-52
Sharjah Quran,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,,51-52
Pulse 95,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,,51-52
Watar FM,Eutelsat-8-West-B,11013 V,tp BEM4,27500.0,5/6,,51-52
BeIn Sports,Eutelsat-8-West-B,11054 H,tp BEM5,27500.0,2/3,MPEG-4/HD,51-52
KTV 1,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV 2 ,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Sport,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Sport 2,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Ethraa,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Arabe,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
Al-Majlis TV,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Al Qurain,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
KTV Drama,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,MPEG-4/HD,51-52
Kuwait Radio One,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
Kuwait Radio Two,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
AlQuran Alkarem,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
Easy FM,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
Kuwait FM,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
Super Station,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
The Old Arabic Singing,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
Traditional Station,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
OFM,Eutelsat-8-West-B,11054 V,tp BEM6,27500.0,2/3,,51-52
TV Lamasat,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Alkarma TV Middle East,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Alkarma TV Middle East,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al-Sahat TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Mahdi has appeared TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Alhawyah,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Al Basira TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
LN24 SA,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Al-Fady TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Al Horreya TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Almasirah Mubasher,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Alanwar TV 2,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Misr AlBalad,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Allahdhah TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Logos TV ,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Koogi TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Wasat TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-4/HD,51-52
Alkeraza TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
The Savior,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Almasirah TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Iraq Future TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Mariam TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Al Ons TV,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Nour Kids,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Nour Al Koddass,Eutelsat-8-West-B,11096 H,tp BEM7,27500.0,7/8,MPEG-2/SD,51-52
Dubai TV,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Sama Dubai,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai Sports,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai Sports 2,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai Sports 3,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai Racing 2,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai Racing 3,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Dubai One,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,MPEG-2/SD,51-52
Noor Dubai Radio,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,,51-52
Dubai Radio 93,Eutelsat-8-West-B,11096 V,tp BEM8,27500.0,3/4,,51-52
Al Yawm,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Al Safwa,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/SD,51-52
Cinema 1,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/SD,51-52
Cinema 2,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/SD,51-52
Musalsalat +2,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Musalsalat,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Fann,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/SD,51-52
Music Now,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
DW Arabia,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Sat TV promo,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Alkofiya TV,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,MPEG-4/HD,51-52
Tarabiya't,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,,51-52
Khalijya't,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,,51-52
Monawa't,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,,51-52
DW-Radio A2,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,,51-52
DW-Radio 5,Eutelsat-8-West-B,11137 H,tp BEM9,27500.0,5/6,,51-52
Sham TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-2/SD,51-52
Sham TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Alhurra TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/HD,51-52
Bin Othaimeen,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-2/SD,51-52
ERI TV 1,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/SD,51-52
(Majd feeds),Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,,51-52
El Mehwar TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/HD,51-52
El Mehwar TV,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-2/SD,51-52
Alerth Alnabawi Channel,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-2/SD,51-52
Kaifa TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-2/SD,51-52
Alforat TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/HD,51-52
CNBC Arabiya,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/HD,51-52
Drama Al Badya,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-4/HD,51-52
Al M3ali TV,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,MPEG-2/SD,51-52
Radio Zara FM,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,,51-52
Dimtsi Hafash,Eutelsat-8-West-B,11137 V,tp BEM10,27500.0,3/4,,51-52
ERTU 3 Al Kahera,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
ERTU 4 Al Kanal,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
ERTU 5 Al Askandria,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
ERTU 6 Al Delta,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
ERTU 7 Al Saeed,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
ERTU 8 Teba,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
Al Masriyah,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
Diwan TV,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-4/HD,51-52
Madrasetna 2,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
Nile Education Channel,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
Sudan Basic Edu,Eutelsat-8-West-B,11179 V,tp BEM12,27500.0,5/6,MPEG-2/SD,51-52
Al Hadath,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC 5,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC ,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC 4,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC Drama ,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
Citruss TV,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC Bollywood,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC 2 ,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC Action,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC 3 ,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
Alarabiya Business,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-4/HD,52
MBC Maser,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,MPEG-2/SD,52
MBC FM,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,,52
Panorama FM,Eutelsat-8-West-B,11471 V,tp DAE2,27500.0,5/6,,52
Alahvaz TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
Alwilayah TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
12 Baghdad,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
Nesiha TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
Al Basrah 1,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-4/SD,52
QTV ,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
ATV ,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-4/HD,52
Al-Sabah TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
Al-Mahdi Satellite Channel,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
Salam TV ,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-4/SD,52
Al Fallujah TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-2/SD,52
New Alkazime TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-4/SD,52
Om-AlBaneen TV,Eutelsat-8-West-B,11554 V,tp DAE6,27500.0,7/8,MPEG-4/SD,52
Speda Channel,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/HD,52
Jin TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/HD,52
7 Spirits TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Net TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Neu TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Sudan Bukra,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-2/SD,52
Med Muzîk,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Bilal TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-2/SD,52
Mereja TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Stêrk,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/HD,52
NRT 4,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Africa TV 1 ,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Gospel TV ,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Africa TV 1 Quran,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Zawya TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Zawya TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
TV Islaamaa,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
TV Islaamaa,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
NRT,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/HD,52
Amozhgary TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Daewa TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
NRT 3 Kids,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Hamiltan TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Sada FM TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Kurdsat,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,/HD,52
Kurdsat News,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Al Karama News,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-2/SD,52
NRT 2,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
MaEzer Semay TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
GK Channel,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Christ Army TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Nuur TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Medan TV,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,MPEG-4/SD,52
Alrai Radio,Eutelsat-8-West-B,11637 V,tp DAE10,27500.0,5/6,,52
Al Sukariya Hekayat,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Cinema,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Muslslat,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Muslslat,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Sukariya Cinema,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Fox Be Elaraby TV,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Sukariya Zaman,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Fox Hekayat,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
West Elbalad Zaman,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Beirut Aflam,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Beirut Alyooom,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Beirut Cinema,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
El Omda TV Alyom,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Beirut Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Alwan,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
West Elbalad Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Alking Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
One Movies,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Alassema TV,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Melody Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Alrai TV,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-4/HD,52
Yarmouk TV,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-4/SD,52
Al Sukariya Classic,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Melody Aflam,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Dolly Mosalsalat,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-4/SD,52
Cookies Kids,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Drama,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Shasha Hakayat,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Hakayat,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Gulfsat promo,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Film,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Shasha Film,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Alzaeem Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Al Sukariya Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Alzaeem Cinema,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Alking Aflam,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
El Omda TV Aflam,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
El Omda TV Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Fox Drama,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,MPEG-2/SD,52
Iraqi Health Broadcasting,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,,52
Radio Erena,Eutelsat-8-West-B,11678 V,tp DAE12,27500.0,7/8,,52
Al Rayyan,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Al Rayyan Al Qadeem,Eutelsat-8-West-B,12521 H,tp FEM1,27500.0,2/3,MPEG-4/HD,51-52
Oromia Broadcasting Service,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Ethiopia Orthodox TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Minber TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Presence TV Channel,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Al Masrawia Aflam,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Al Bait Baitak Cinema,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
As-Sunnah TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Dolly Cinema,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Star Cinema 1,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Star Cinema 2,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Debub TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Amhara TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
OBN,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-4/HD,52
